n,eta,sigma_y,width,height,x_01,x_02,x_03,x_04,x_05,x_06,x_07,x_08
0.8684923860518980,245.4759022658087702,179.6475236053147455,2.8144277650268839,2.5966770546735667,0.1565675735473633,0.2147932052612305,0.2835772037506104,0.3592627048492432,0.4296505451202393,0.4941794872283936,0.5562553405761719,0.6154775619506836
0.3705518397663266,64.9286260659791878,26.0435658752972401,6.0734102354660919,6.5864272525648833,1.0314798355102539,3.7218437194824219,6.5082015991210938,8.7808971405029297,10.1423854827880859,10.6615619659423828,10.8064594268798828,10.8637657165527344
0.5402297614158920,133.4835463639543605,373.2657103509914691,5.2025456980138944,4.6978722395906196,0.4608654975891113,0.9693479537963867,1.3520927429199219,1.6201667785644531,1.8155798912048340,1.9684190750122070,2.0928192138671875,2.1981048583984375
0.8547303098688410,2.6824146728620000,272.0724032067821554,3.5411669436702518,3.9263721513385712,0.8339691162109375,2.5360651016235352,4.0844564437866211,5.0524315834045410,5.3592238426208496,5.3802027702331543,5.3812375068664551,5.3807854652404785
0.6596751938912055,211.7319802306029146,119.7118213757384808,4.4113814981990931,5.6055014754054806,0.4184684753417969,0.8330807685852051,1.1872401237487793,1.5025992393493652,1.7803277969360352,2.0263028144836426,2.2432818412780762,2.4369297027587891
0.3000000000000000,57.7929769089351524,0.0010000000000000,7.0000000000000000,2.6714989216283547,0.9833211898803711,2.8394923210144043,4.3204607963562012,5.1013865470886230,5.4761061668395996,5.7609019279479980,5.9937996864318848,6.1653666496276855
0.3000000000000000,12.9656902083456966,148.3523561564715010,7.0000000000000000,7.0000000000000000,1.1263413429260254,4.1782202720642090,7.6741566658020020,10.9194812774658203,13.1644763946533203,14.1173553466796875,14.4143924713134766,14.4313373565673828
0.3000000000000000,0.0010000000000000,0.0010000000000000,7.0000000000000000,7.0000000000000000,1.5229086875915527,5.5154051780700684,10.7260227203369141,16.2703285217285156,22.4250831604003906,23.0646934509277344,23.0594139099121094,23.0570316314697266
0.7750937018395551,49.4801684184115729,0.0010000000000000,7.0000000000000000,7.0000000000000000,0.7778015136718750,2.5950083732604980,4.2982735633850098,5.4822030067443848,6.1750235557556152,6.5559477806091309,6.7951531410217285,6.9651579856872559
0.3000000000000000,40.9599807033941445,0.0010000000000000,3.2517214930896419,7.0000000000000000,1.1808819770812988,3.9646320343017578,7.0803136825561523,10.1835794448852539,12.4439783096313477,13.4042024612426758,13.5701665878295898,13.5748834609985352
