n,eta,sigma_y,width,height,disp_1,disp_2,disp_3,disp_4,disp_5,disp_6,disp_7,disp_8
0.8641382290703041,85.0373505933284122,32.4055286098713111,4.6533551292248365,2.6389836671681328,0.3777351379394531,0.7927751541137695,1.1397943496704102,1.4272861480712891,1.6640768051147461,1.8630008697509766,2.0319943428039551,2.1787919998168945
0.7327408045344547,151.7062877145023947,306.2329412646693640,5.5705955957979443,6.1685696920834268,0.4255747795104980,0.8768444061279297,1.2519831657409668,1.5754117965698242,1.8605084419250488,2.1139297485351562,2.3388152122497559,2.5390625000000000
0.5920954867926862,274.6397952155402891,81.7130189776833049,6.0889750926247626,3.1690907548485088,0.2927646636962891,0.4764852523803711,0.6439566612243652,0.7977766990661621,0.9399838447570801,1.0693273544311523,1.1887388229370117,1.2985816001892090
0.4790788560292615,48.3459830512976367,168.8288379270537689,2.5449237915390430,5.3284499086470012,0.7089006900787354,2.3047552108764648,3.8398380279541016,4.8558654785156250,5.2237973213195801,5.2699580192565918,5.2834706306457520,5.2966208457946777
0.3813013425209161,219.6522399578926752,340.0278655648253334,3.6106082266912156,4.3303866501159600,0.3886859416961670,0.7448952198028564,0.9748251438140869,1.1358516216278076,1.2616374492645264,1.3675844669342041,1.4594609737396240,1.5395681858062744
0.5859354854152806,26.5054059490113758,278.1774549473005891,2.1031623284123140,5.1010637406998436,0.5795245170593262,1.8778243064880371,3.0843932628631592,3.8192784786224365,4.0170364379882812,4.0161018371582031,4.0158805847167969,4.0159339904785156
0.4309915276936239,18.5878833925780498,152.1332730560945379,3.7860945284775567,5.5742761914182912,1.0131137371063232,3.4050586223602295,5.9029760360717773,8.0087556838989258,9.2314243316650391,9.5922183990478516,9.6114120483398438,9.6128807067871094
0.3545447574077450,53.6479138654033889,224.5073777238824277,2.0000000000000000,6.2699142004461095,0.6254057884216309,2.1453785896301270,3.7636632919311523,5.0298695564270020,5.6255693435668945,5.6579880714416504,5.6578774452209473,5.6546645164489746
0.3557874869179077,42.1179777572860132,142.2939710767377051,2.0000000000000000,4.2765153338479536,0.7518622875213623,2.4594774246215820,4.0612344741821289,5.0611271858215332,5.3034124374389648,5.3021469116210938,5.3030285835266113,5.3030867576599121
0.5593251468390216,64.6950278065164213,64.4575862187552815,2.0000000000000000,5.9373075548674779,0.5972335338592529,1.8823666572570801,3.1006956100463867,3.8720912933349609,4.2181410789489746,4.3678770065307617,4.4665513038635254,4.5482978820800781
1.0000000000000000,300.0000000000000000,324.4748586850729453,2.0000000000000000,2.0069713204481392,0.0523416996002197,0.0824093818664551,0.1062479019165039,0.1169183254241943,0.1340143680572510,0.1485118865966797,0.1624319553375244,0.1788430213928223
0.4506967732257290,0.0010000000000000,0.0010000000000000,4.3375308671338040,7.0000000000000000,1.5100994110107422,5.3686251640319824,10.1765003204345703,15.0890731811523438,20.9242057800292969,25.6930084228515625,25.7086448669433594,25.7097969055175781
0.3667318765914608,0.0010000000000000,108.8132683656527888,4.1966530626235317,2.0000000000000000,0.9316644668579102,2.7017436027526855,4.1528477668762207,4.8476252555847168,4.9666590690612793,5.0454640388488770,5.0937647819519043,5.1013703346252441
0.3824680853444122,0.0010000000000000,400.0000000000000000,4.1556001704466681,7.0000000000000000,0.8161849975585938,2.9369101524353027,5.2389006614685059,7.3557438850402832,8.8795604705810547,9.5063114166259766,9.5158348083496094,9.5108814239501953
0.3005230155363015,0.0870050067106605,0.0010000000000000,3.8817842584377331,7.0000000000000000,1.5009813308715820,5.2785606384277344,9.9285812377929688,14.6597213745117188,20.5361270904541016,26.1336994171142578,26.2111129760742188,26.2111854553222656
0.3807539004638617,228.0040798442575749,0.0010000000000000,6.5610674435172696,5.5336050327802297,0.6369085311889648,1.8762946128845215,2.9928011894226074,3.7762923240661621,4.2367920875549316,4.4969935417175293,4.6749730110168457,4.8174834251403809
0.4117758211015358,0.0010000000000000,29.5758841948113087,2.0113677835326840,2.1669302898321696,1.1460480690002441,3.5775771141052246,6.1557850837707520,8.0810985565185547,9.1603660583496094,9.5755519866943359,9.6793556213378906,9.6798858642578125
0.5204852987849425,257.4292983364292127,332.9936394688508585,4.3327168634408064,4.8944515076140718,0.3577566146850586,0.5848903656005859,0.7530207633972168,0.9102091789245605,1.0517196655273438,1.1806240081787109,1.2976016998291016,1.4051547050476074
0.3000000000000000,139.5569340193918322,345.6621869731642960,3.0026515325339629,3.4409043211671526,0.4259812831878662,0.9288594722747803,1.2411215305328369,1.3541100025177002,1.3976752758026123,1.4337751865386963,1.4651973247528076,1.4925615787506104
