n,eta,sigma_y,width,height,x_01,x_02,x_03,x_04,x_05,x_06,x_07,x_08
0.5285139620084001,25.1760542374287652,262.6156842502132349,6.9284549176436769,3.8451271976531376,0.7773723602294922,2.2866783142089844,3.6179695129394531,4.4096574783325195,4.7137947082519531,4.8191480636596680,4.8566284179687500,4.8668298721313477
0.6632992398411836,255.8771563580323232,233.0091940161717332,4.9395719110581178,2.6650637531133059,0.1814613342285156,0.2502574920654297,0.3361430168151855,0.4117393493652344,0.4715771675109863,0.5331463813781738,0.5891599655151367,0.6435847282409668
0.8412155512786053,181.3683907369656083,370.0992262630832101,3.0676457020347079,6.9355987282616489,0.2601497173309326,0.4217865467071533,0.5924611091613770,0.7585933208465576,0.9180417060852051,1.0698781013488770,1.2143549919128418,1.3519968986511230
0.9292856538521050,143.4513991320951334,59.7101561450667617,2.0616485472105861,4.2810286011966241,0.2257819175720215,0.4174163341522217,0.6121871471405029,0.7966134548187256,0.9690160751342773,1.1304500102996826,1.2802019119262695,1.4193611145019531
0.3808466189206468,105.1307129275707695,147.2739966056750234,5.0991424861922079,5.9664563986289565,0.7545204162597656,2.5320482254028320,4.2680430412292480,5.5602650642395020,6.2154707908630371,6.4302353858947754,6.5021004676818848,6.5438685417175293
0.3000000000000000,38.4782809128546219,400.0000000000000000,4.2139523629433597,7.0000000000000000,0.7195181846618652,2.5550150871276855,4.5115475654602051,6.2206425666809082,7.3456521034240723,7.6776442527770996,7.6764988899230957,7.6749215126037598
0.4243381842926223,52.2562492856397753,0.0010000000000000,2.4151975564913744,7.0000000000000000,0.9193813800811768,3.0434477329254150,5.3726825714111328,7.4123420715332031,8.6208992004394531,9.0061302185058594,9.0602083206176758,9.0910863876342773
0.3000000000000000,144.5303847484539688,400.0000000000000000,7.0000000000000000,7.0000000000000000,0.5779776573181152,1.9609684944152832,3.2985301017761230,4.3999524116516113,5.0896182060241699,5.3396992683410645,5.3756623268127441,5.3918232917785645
0.3099663522489193,51.4122510960336854,0.0010000000000000,7.0000000000000000,7.0000000000000000,1.1839451789855957,4.3259253501892090,7.8416028022766113,10.8820018768310547,12.8092079162597656,13.5744209289550781,13.8519592285156250,13.9741687774658203
0.3000000000000000,92.4137001319092519,0.0010000000000000,4.8690853809236101,2.0000000000000000,0.6790904998779297,1.7926840782165527,2.5032968521118164,2.8436331748962402,3.0337800979614258,3.1553235054016113,3.2445731163024902,3.3282189369201660
