n,eta,sigma_y,x_01,x_02,x_03,x_04,x_05,x_06,x_07,x_08
0.5621780831931538,285.21434120866843,292.797576724562,0.3331458568572998,0.5881555080413818,0.8067634105682373,1.0155608654022217,1.2075889110565186,1.3864977359771729,1.5524532794952393,1.706850290298462
1.0,60.46986567754605,17.41139867326241,0.5468313694000244,1.3680636882781982,2.084577798843384,2.6665198802948,3.1373603343963623,3.539203405380249,3.86899733543396,4.133153915405273
1.0,0.8057729688513576,0.0,1.3998076915740967,4.653238296508789,8.07543659210205,11.217068672180176,13.456785202026367,14.618232727050781,15.229999542236328,15.580930709838867
1.0,0.001,51.79529730921597,1.361459493637085,4.726954460144043,8.813401222229004,12.925138473510742,17.230077743530273,21.44504737854004,25.79897117614746,26.13066864013672
1.0,0.001,81.51004579292973,1.2872202396392822,4.48289680480957,8.273344993591309,12.142366409301758,15.815591812133789,20.108123779296875,23.86208152770996,26.070465087890625
1.0,0.001,59.2687752241696,1.3423945903778076,4.659796714782715,8.66827392578125,12.70195198059082,16.882959365844727,20.87017822265625,24.564239501953125,26.118310928344727
1.0,8.490333950667521,62.82250952407453,0.9312045574188232,3.029456377029419,5.067139625549316,6.537986755371094,7.288052558898926,7.608642578125,7.773754119873047,7.877861976623535
0.9125042572736931,0.001,59.71902376490488,1.3412764072418213,4.655895233154297,8.661264419555664,12.693376541137695,16.867469787597656,20.859874725341797,24.76926612854004,26.120332717895508
0.6773540801540004,0.001,234.5359332810563,1.016263723373413,3.57381272315979,6.418499946594238,9.176431655883789,11.24008560180664,12.17015266418457,12.272947311401367,12.272634506225586
0.5380679768351091,185.83945948332766,331.0979243367911,0.4031193256378174,0.915297269821167,1.348571538925171,1.7020022869110107,1.9904134273529053,2.2301151752471924,2.432973623275757,2.607989549636841
1.0,0.001,344.2004366026999,0.8703343868255615,3.089106321334839,5.518596649169922,7.752889633178711,9.365076065063477,10.060580253601074,10.080270767211914,10.074090957641602
1.0,10.433405134411128,278.5663392043488,0.7074778079986572,2.269651174545288,3.815168619155884,4.938558578491211,5.550461769104004,5.813138008117676,5.929997444152832,5.989755630493164
0.38244441511979765,120.0313650719131,365.6581855790426,0.5419728755950928,1.6651771068572998,2.8087751865386963,3.676440477371216,4.182400703430176,4.345184326171875,4.3798322677612305,4.405771255493164
1.0,234.79971272520078,0.0,0.32752251625061035,0.4937875270843506,0.7333261966705322,0.9450533390045166,1.1569478511810303,1.3567030429840088,1.5491206645965576,1.7329046726226807
0.3,140.22539661851016,0.0,0.8513572216033936,2.9286978244781494,5.110019683837891,6.890947341918945,7.860115051269531,8.131970405578613,8.175729751586914,8.198844909667969
0.614023430678139,0.001,59.75583959063075,1.341238260269165,4.655865669250488,8.662031173706055,12.696138381958008,16.874004364013672,20.876937866210938,24.600454330444336,26.11799430847168
0.3,35.41200108452521,0.0,1.2480652332305908,4.2740325927734375,7.6070709228515625,10.866814613342285,13.194490432739258,14.328969955444336,14.584817886352539,14.59467887878418
0.3,0.001,60.0492063056638,1.3399488925933838,4.649807929992676,8.64189624786377,12.651754379272461,16.733640670776367,20.538663864135742,24.818973541259766,26.12248992919922
0.3,35.487525622339945,96.20426747111689,1.0789821147918701,3.7408812046051025,6.657425880432129,9.387470245361328,11.309525489807129,12.093767166137695,12.182937622070312,12.184539794921875
0.3,27.305935761109815,19.01588189734827,1.2550594806671143,4.313973426818848,7.720473289489746,11.120327949523926,13.610231399536133,14.985795974731445,15.369125366210938,15.37476921081543
0.3,25.50654391994504,128.92958630794342,1.0704905986785889,3.7230112552642822,6.648260116577148,9.413313865661621,11.416393280029297,12.2464599609375,12.34144401550293,12.342517852783203
1.0,149.79982456507128,177.087493936501,0.349560022354126,0.6019823551177979,0.8779313564300537,1.136615514755249,1.3810913562774658,1.6113178730010986,1.8269431591033936,2.028531312942505
0.3,30.349875328432336,246.205231568314,0.8911559581756592,3.1366560459136963,5.580745697021484,7.801313400268555,9.315143585205078,9.886419296264648,9.903928756713867,9.901211738586426
0.3,125.54118375558512,0.0,0.8914625644683838,3.0740292072296143,5.377679824829102,7.290754318237305,8.364602088928223,8.674741744995117,8.7178955078125,8.738288879394531
0.3,45.834819526573085,0.0,1.1915085315704346,4.085029602050781,7.233470916748047,10.205604553222656,12.296289443969727,13.146814346313477,13.273820877075195,13.280647277832031
0.3,48.288926817787775,127.88148835772233,0.9817454814910889,3.4197099208831787,6.071388244628906,8.48190975189209,10.092050552368164,10.711868286132812,10.759015083312988,10.76218318939209
0.3,85.19657682856642,0.0,1.0223419666290283,3.521913766860962,6.19869327545166,8.55740737915039,10.029668807983398,10.527406692504883,10.584641456604004,10.594520568847656
0.3,0.001,57.20964665637862,1.3471992015838623,4.675719261169434,8.694223403930664,12.725156784057617,16.909133911132812,20.648223876953125,24.84235954284668,26.12315559387207
0.3,99.78103966474961,0.0,0.9706418514251709,3.3510324954986572,5.883329391479492,8.066171646118164,9.377150535583496,9.795129776000977,9.843770980834961,9.858379364013672
0.3,0.001,56.867270964962266,1.3480770587921143,4.678833961486816,8.70067024230957,12.733907699584961,16.92494010925293,20.6395263671875,24.577476501464844,26.120464324951172
0.3,6.716725109991346,160.41997121391023,1.1032030582427979,3.8466384410858154,6.924694061279297,9.9610013961792,12.313369750976562,13.444692611694336,13.568973541259766,13.569461822509766
0.3,75.94229346808156,107.1553524601161,0.9144132137298584,3.182995557785034,5.621362686157227,7.754611968994141,9.073627471923828,9.51270866394043,9.543448448181152,9.549742698669434
0.3,91.98808707190449,122.14856495050202,0.849048376083374,2.956199884414673,5.202500343322754,7.1163740158081055,8.255754470825195,8.594595909118652,8.61510944366455,8.621156692504883
0.3,112.33097420980782,0.0,0.9303209781646729,3.212534189224243,5.628729820251465,7.675017356872559,8.860922813415527,9.223341941833496,9.267230033874512,9.285131454467773
0.3,62.09039161540673,187.92883939376054,0.8618452548980713,3.016129732131958,5.335284233093262,7.374998092651367,8.663802146911621,9.083608627319336,9.09760570526123,9.098087310791016
0.3,44.59984221388758,400.0,0.6944482326507568,2.416612386703491,4.25593376159668,5.822721481323242,6.806581497192383,7.032458305358887,7.03266716003418,7.030137062072754
1.0,86.98254328827409,400.0,0.36501526832580566,0.7014667987823486,1.0085127353668213,1.2938940525054932,1.553375005722046,1.7903916835784912,2.0043632984161377,2.1981589794158936
1.0,300.0,0.0,0.30184197425842285,0.4027245044708252,0.6007554531097412,0.7669074535369873,0.9405252933502197,1.1040127277374268,1.2641808986663818,1.4192864894866943
0.3,16.918811907238815,0.0,1.3679635524749756,4.690984725952148,8.541643142700195,12.244071960449219,15.692386627197266,19.095264434814453,20.743112564086914,21.170299530029297
0.3,238.58607883958203,400.0,0.4272301197052002,1.111269235610962,1.7295310497283936,2.1803624629974365,2.463071584701538,2.6309688091278076,2.7420895099639893,2.83117938041687
0.3,0.001,36.34945751233768,1.4000637531280518,4.8654584884643555,9.10033130645752,13.34467887878418,18.10721206665039,22.086116790771484,25.21295928955078,26.121091842651367
0.3,0.001,400.0,0.8067419528961182,2.866405725479126,5.104108810424805,7.137328147888184,8.5580415725708,9.09361457824707,9.089696884155273,9.08099365234375
0.3,0.001,0.0,1.504080057144165,5.279261589050293,9.9134521484375,14.678825378417969,20.715702056884766,26.066394805908203,26.147031784057617,26.150222778320312
0.3,194.0484136651409,0.0,0.7309706211090088,2.4540250301361084,4.245689392089844,5.624248504638672,6.342779159545898,6.553003311157227,6.610142707824707,6.648005485534668
0.3,0.001,0.0,1.5040791034698486,5.279267311096191,9.913482666015625,14.678802490234375,20.71343994140625,26.065736770629883,26.14702606201172,26.149869918823242
0.3,0.001,0.0,1.504080057144165,5.279261589050293,9.913446426391602,14.678869247436523,20.71312141418457,26.06568145751953,26.146512985229492,26.149982452392578
1.0,108.684989552433,0.0,0.4400036334991455,0.9205729961395264,1.3661491870880127,1.7734582424163818,2.1389191150665283,2.4663827419281006,2.758385419845581,3.0234758853912354
0.3,0.001,0.0,1.5040814876556396,5.279273986816406,9.913470268249512,14.678804397583008,20.71312713623047,26.065664291381836,26.14605140686035,26.149799346923828
0.3,0.001,0.0,1.5040795803070068,5.279253005981445,9.913469314575195,14.678960800170898,20.71306037902832,26.065675735473633,26.146007537841797,26.149839401245117
1.0,300.0,400.0,0.2591664791107178,0.27600789070129395,0.38926005363464355,0.48109936714172363,0.5828139781951904,0.6723988056182861,0.7698299884796143,0.8617842197418213
0.3,0.001,0.0,1.5040795803070068,5.279258728027344,9.913443565368652,14.678960800170898,20.713109970092773,26.06568145751953,26.14668083190918,26.150100708007812
0.3,132.40598244992898,170.82516127737665,0.7085893154144287,2.4099676609039307,4.205489158630371,5.6473388671875,6.450732231140137,6.655255317687988,6.673576354980469,6.685583114624023
0.3,261.84187739883754,0.0,0.6195685863494873,1.9609200954437256,3.3332159519195557,4.357465744018555,4.904975891113281,5.112887382507324,5.210223197937012,5.285604476928711
0.3,300.0,0.0,0.5699737071990967,1.7252638339996338,2.888587236404419,3.7459051609039307,4.233598709106445,4.456182479858398,4.581398010253906,4.681512832641602
0.3,0.001,0.0,1.5040805339813232,5.279257774353027,9.91344928741455,14.678836822509766,20.713062286376953,26.06569480895996,26.146163940429688,26.150083541870117
0.3,220.72049738362585,146.9429692406447,0.5819785594940186,1.8259012699127197,3.103741407394409,4.062743186950684,4.591552734375,4.77320671081543,4.83895206451416,4.890412330627441
0.3,0.001,0.0,1.5040805339813232,5.279261589050293,9.91346549987793,14.67898941040039,20.712976455688477,26.065702438354492,26.146013259887695,26.149736404418945
0.3,0.001,285.4792745076982,0.9442265033721924,3.338916063308716,5.97939395904541,8.469512939453125,10.273748397827148,11.120570182800293,11.193779945373535,11.189888954162598
0.3,0.001,0.0,1.504080057144165,5.279267311096191,9.913456916809082,14.678869247436523,20.713138580322266,26.065671920776367,26.146087646484375,26.14984703063965
0.3,0.001,0.0,1.5040805339813232,5.279258728027344,9.913443565368652,14.678840637207031,20.7130069732666,26.06566047668457,26.146142959594727,26.14996910095215
0.3,87.70066390711577,283.00782582229516,0.7044360637664795,2.4247872829437256,4.2543487548828125,5.746994972229004,6.629178047180176,6.840457916259766,6.841062545776367,6.841230392456055
1.0,179.42781029397756,0.0,0.36145567893981934,0.6172726154327393,0.9133169651031494,1.1848461627960205,1.4450829029083252,1.6897962093353271,1.9198024272918701,2.1354405879974365
1.0,0.001,160.289435487539,1.1349995136260986,3.9609014987945557,7.161460876464844,10.44658374786377,13.027122497558594,14.497953414916992,14.871417999267578,14.871255874633789
0.3,0.001,0.0,1.5040805339813232,5.279269218444824,9.9134521484375,14.67885971069336,20.713111877441406,26.065664291381836,26.146438598632812,26.14984893798828
0.3,0.001,0.0,1.5040795803070068,5.279270172119141,9.913456916809082,14.678892135620117,20.71297264099121,26.065723419189453,26.146190643310547,26.14994239807129
1.0,226.59933774465233,400.0,0.276139497756958,0.34093594551086426,0.47966980934143066,0.6046907901763916,0.7314631938934326,0.8499867916107178,0.9689266681671143,1.0821115970611572
0.3,0.001,0.0,1.5040810108184814,5.279265403747559,9.913471221923828,14.67888069152832,20.713285446166992,26.065706253051758,26.145627975463867,26.149682998657227
1.0,154.98417032209562,400.0,0.305891752243042,0.45689988136291504,0.6439268589019775,0.8232057094573975,0.9938938617706299,1.1559784412384033,1.310868501663208,1.458172082901001
0.3,0.001,0.0,1.5040810108184814,5.279260635375977,9.913484573364258,14.678886413574219,20.71306037902832,26.065670013427734,26.146066665649414,26.149829864501953
0.3,300.0,400.0,0.37934136390686035,0.8683974742889404,1.2543890476226807,1.532810926437378,1.7342379093170166,1.8920409679412842,2.023637056350708,2.136267900466919
0.3,0.001,0.0,1.5040791034698486,5.279265403747559,9.913463592529297,14.678836822509766,20.713098526000977,26.065689086914062,26.146303176879883,26.149925231933594
0.3,159.6744372926155,400.0,0.5084936618804932,1.533722162246704,2.5665605068206787,3.354480504989624,3.8188769817352295,3.9645001888275146,3.9846932888031006,4.004366874694824
0.3,0.001,0.0,1.5040805339813232,5.279265403747559,9.913468360900879,14.67879867553711,20.71296501159668,26.065711975097656,26.146339416503906,26.14996910095215
0.3,0.001,0.0,1.5040810108184814,5.279271125793457,9.913467407226562,14.678760528564453,20.712963104248047,26.065698623657227,26.145877838134766,26.14984130859375
0.3,0.001,0.0,1.5040810108184814,5.279267311096191,9.913467407226562,14.678892135620117,20.713275909423828,26.065689086914062,26.146682739257812,26.149938583374023
