n,eta,sigma_y,width,height,x_01,x_02,x_03,x_04,x_05,x_06,x_07,x_08
0.5868495418391435,242.0603928657987467,348.8835221154313899,2.2056702628113083,6.5687123893421946,0.1859800815582275,0.3202154636383057,0.4467842578887939,0.5677640438079834,0.6838569641113281,0.7952163219451904,0.9022560119628906,1.0037651062011719
0.5767431259155273,196.2472686767578125,99.2534790039062500,2.8852858543395996,5.4411029815673828,0.3863961696624756,0.8547019958496094,1.2484946250915527,1.5735406875610352,1.8432712554931641,2.0693855285644531,2.2621178627014160,2.4294018745422363
0.3433495461940765,16.6333751678466797,197.1418457031250000,4.6960206031799316,6.7183985710144043,1.0173273086547852,3.6436848640441895,6.4807600975036621,9.0793437957763672,10.9292278289794922,11.7624454498291016,11.8700160980224609,11.8724365234375000
0.3339235186576843,35.1588630676269531,65.6646881103515625,6.6907010078430176,3.0095529556274414,1.0150666236877441,3.0090360641479492,4.7478542327880859,5.7528705596923828,6.1818456649780273,6.4259567260742188,6.6192750930786133,6.7436885833740234
0.8821764588356018,228.3479614257812500,63.8686904907226562,2.0598609447479248,3.1746063232421875,0.1510217189788818,0.2599875926971436,0.3618144989013672,0.4658586978912354,0.5651307106018066,0.6594476699829102,0.7495307922363281,0.8353662490844727
0.3386203050613403,149.9318237304687500,132.9296875000000000,6.1474800109863281,6.4705562591552734,0.7162785530090332,2.4707303047180176,4.1988167762756348,5.5327715873718262,6.2750163078308105,6.5482277870178223,6.6412262916564941,6.6931462287902832
0.9997578263282776,67.2278137207031250,194.3370208740234375,5.4378871917724609,6.4991736412048340,0.5009493827819824,1.2053637504577637,1.8009109497070312,2.3054780960083008,2.7332944869995117,3.0944738388061523,3.4159641265869141,3.6930046081542969
0.5176330208778381,258.2411804199218750,399.2305297851562500,4.1591367721557617,5.5971250534057617,0.3435544967651367,0.5664710998535156,0.7301077842712402,0.8859891891479492,1.0262079238891602,1.1551861763000488,1.2737817764282227,1.3829817771911621
0.9736179113388062,110.7817993164062500,17.2286815643310547,4.3903560638427734,5.8061084747314453,0.4586853981018066,0.9519758224487305,1.3969898223876953,1.7956032752990723,2.1480894088745117,2.4602155685424805,2.7356138229370117,2.9824805259704590
0.4659219384193420,205.5129089355468750,0.7324039936065674,2.3227350711822510,5.1312494277954102,0.4189481735229492,1.0648632049560547,1.6085705757141113,1.9851617813110352,2.2512197494506836,2.4578666687011719,2.6271605491638184,2.7703557014465332
0.8666034936904907,24.7231731414794922,9.1464385986328125,3.7088835239410400,4.5680627822875977,0.8183281421661377,2.3923852443695068,3.6504118442535400,4.3957090377807617,4.8136196136474609,5.0797386169433594,5.2715368270874023,5.4197883605957031
0.9801117181777954,245.0847473144531250,270.3232727050781250,3.5083179473876953,6.6862492561340332,0.2639999389648438,0.3505918979644775,0.4998507499694824,0.6351037025451660,0.7759051322937012,0.9067378044128418,1.0352015495300293,1.1598725318908691
0.6128867268562317,62.7068405151367188,207.5775146484375000,6.9234161376953125,6.3781700134277344,0.6904840469360352,2.2720165252685547,3.7672004699707031,4.8498516082763672,5.4630517959594727,5.7663850784301758,5.9308910369873047,6.0429601669311523
